Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
Doncaster,2,h,Barry,14-05-2016,13.9,3108,3,1,1,679,,1960,Eastern Metropolitan,9028,1140000
Doncaster,2,u,Fletchers,14-05-2016,13.9,3108,,,,,,,Eastern Metropolitan,9028,480000
Doncaster,2,u,Fletchers,14-05-2016,13.9,3108,,,,,,,Eastern Metropolitan,9028,450000
Doncaster,4,h,Barry,14-05-2016,13.9,3108,,,,,,,Eastern Metropolitan,9028,1250000
Eaglemont,2,u,Miles,14-05-2016,10.3,3084,2,1,1,79,70,1970,Eastern Metropolitan,1651,525000
Elwood,3,t,Chisholm,14-05-2016,7.7,3184,3,1,1,50,,,Southern Metropolitan,8989,940000
Essendon,2,u,Nelson,14-05-2016,8,3040,2,1,1,50,72,1960,Western Metropolitan,9264,460000
Essendon,3,t,Frank,14-05-2016,8,3040,,,,,,,Western Metropolitan,9264,870000
Essendon,3,t,Brad,14-05-2016,8,3040,3,2,1,291,224,2013,Western Metropolitan,9264,1000000
Essendon,3,h,Nelson,14-05-2016,8,3040,3,1,1,464,,,Western Metropolitan,9264,980000
Essendon North,3,h,Brad,14-05-2016,9.4,3041,3,1,1,766,,,Western Metropolitan,1308,1320000
Essendon North,2,u,Barry,14-05-2016,9.4,3041,2,1,1,88,59,1960,Western Metropolitan,1308,450000
Fitzroy North,4,h,Nelson,14-05-2016,3.5,3068,4,2,2,233,216,1890,Northern Metropolitan,6244,1950000
Fitzroy North,4,h,Nelson,14-05-2016,3.5,3068,3,2,1,445,175,1890,Northern Metropolitan,6244,3400000
Fitzroy North,4,h,Nelson,14-05-2016,3.5,3068,4,2,1,188,165,1900,Northern Metropolitan,6244,1785000
Flemington,4,h,Nelson,14-05-2016,4.4,3031,4,1,1,616,,,Northern Metropolitan,3593,1700000
Footscray,3,h,Jas,14-05-2016,6.4,3011,3,1,2,323,129,1900,Western Metropolitan,7570,780000
Glen Iris,6,h,Fletchers,14-05-2016,9.2,3146,6,2,2,50,,,Southern Metropolitan,10412,2300000
Glen Iris,1,t,Jellis,14-05-2016,9.2,3146,1,1,1,745,44,1970,Southern Metropolitan,10412,345000
Glen Iris,5,h,Marshall,14-05-2016,9.2,3146,5,3,1,696,248,1920,Southern Metropolitan,10412,2000000
Glen Iris,4,h,Jellis,14-05-2016,9.2,3146,4,0,0,769,,,Southern Metropolitan,10412,1550000
Glen Iris,3,h,Jellis,14-05-2016,9.2,3146,4,2,4,1005,,1980,Southern Metropolitan,10412,1625000
Glen Iris,2,u,Jellis,14-05-2016,9.2,3146,2,1,1,50,,,Southern Metropolitan,10412,480000
Glenroy,3,t,Stockdale,14-05-2016,13,3046,,,,,,,Northern Metropolitan,8870,642000
Glenroy,3,h,Brace,14-05-2016,13,3046,,,,,,,Northern Metropolitan,8870,670000
Glenroy,3,h,Stockdale,14-05-2016,13,3046,,,,,,,Northern Metropolitan,8870,525000
Gowanbrae,4,h,Nelson,14-05-2016,13.6,3043,4,2,2,453,213,2007,Western Metropolitan,1071,709000
Hadfield,2,h,Stockdale,14-05-2016,12.1,3046,2,1,3,591,102,1960,Northern Metropolitan,2606,545000
Hampton,2,u,hockingstuart,14-05-2016,13.7,3188,2,3,2,245,,,Southern Metropolitan,5454,742000
Hampton,2,u,hockingstuart,14-05-2016,13.7,3188,,,,,,,Southern Metropolitan,5454,730000
Hampton East,3,t,Buxton,14-05-2016,14.5,3188,2,2,2,221,171,,Southern Metropolitan,2356,1020000
Hawthorn,2,u,Jellis,14-05-2016,4.6,3122,2,1,1,50,,,Southern Metropolitan,11308,517000
Heidelberg West,2,h,Haughton,14-05-2016,9.4,3081,2,1,2,418,,1960,Eastern Metropolitan,2674,450000
Heidelberg West,3,h,Haughton,14-05-2016,9.4,3081,1,2,4,50,,,Eastern Metropolitan,2674,605000
Ivanhoe,3,h,Barry,14-05-2016,7.9,3079,3,1,2,677,,1950,Eastern Metropolitan,5549,1075000
Ivanhoe,2,u,Barry,14-05-2016,7.9,3079,2,1,1,795,,1970,Eastern Metropolitan,5549,465000
Keilor East,5,h,Brad,14-05-2016,12.8,3033,4,2,2,781,,,Western Metropolitan,5629,1100000
Keilor East,3,u,Brad,14-05-2016,12.8,3033,3,1,1,254,,,Western Metropolitan,5629,470000
Keilor East,2,h,Nelson,14-05-2016,12.8,3033,2,1,1,116,,,Western Metropolitan,5629,380000
Keilor East,3,u,Moonee,14-05-2016,12.8,3033,3,1,2,352,102,2000,Western Metropolitan,5629,560000
Keilor East,4,h,Barry,14-05-2016,12.8,3033,4,2,2,776,268,1980,Western Metropolitan,5629,1010000
Kensington,2,h,Rendina,14-05-2016,4.2,3031,2,1,1,211,88,1915,Northern Metropolitan,5263,825000
Kensington,2,t,Rendina,14-05-2016,4.2,3031,2,2,1,50,,,Northern Metropolitan,5263,770000
Kew,2,u,Fletchers,14-05-2016,5.6,3101,2,1,1,50,,,Southern Metropolitan,10331,525000
Kew,3,h,Abercromby's,14-05-2016,5.6,3101,4,2,2,591,190,1910,Southern Metropolitan,10331,1905000
Kew,2,u,Fletchers,14-05-2016,5.6,3101,1,1,1,50,51,1970,Southern Metropolitan,10331,478000
Kew,2,h,Jellis,14-05-2016,5.6,3101,,,,,,,Southern Metropolitan,10331,1205000
Kew East,5,h,Jellis,14-05-2016,7.5,3102,,,,,,,Southern Metropolitan,2671,2250000
Maidstone,3,h,Biggin,14-05-2016,9.2,3012,3,1,2,285,107,1910,Western Metropolitan,3873,673000
Malvern,3,t,Marshall,14-05-2016,7.4,3144,3,2,1,227,181,1995,Southern Metropolitan,4675,1390000
Malvern,2,h,Jellis,14-05-2016,7.4,3144,2,0,0,50,,,Southern Metropolitan,4675,780000
Malvern,4,h,Marshall,14-05-2016,7.4,3144,4,3,2,879,,,Southern Metropolitan,4675,4700000
Malvern East,4,h,Fletchers,14-05-2016,11.2,3145,4,3,2,365,110,1930,Southern Metropolitan,8801,1700000
Malvern East,5,h,Abercromby's,14-05-2016,11.2,3145,5,3,2,488,,,Southern Metropolitan,8801,2500000
Malvern East,2,u,hockingstuart,14-05-2016,11.2,3145,2,1,1,50,,1965,Southern Metropolitan,8801,370000
Malvern East,2,h,Jellis,14-05-2016,11.2,3145,2,1,2,604,119,1960,Southern Metropolitan,8801,1150000
Maribyrnong,4,h,Nelson,14-05-2016,8.7,3032,4,2,2,586,,,Western Metropolitan,4918,1100000
Maribyrnong,3,h,Biggin,14-05-2016,8.7,3032,3,2,2,1396,175,1955,Western Metropolitan,4918,1072000
Maribyrnong,2,t,Rendina,14-05-2016,8.7,3032,2,2,1,50,,,Western Metropolitan,4918,479000
Maribyrnong,2,t,Redina,14-05-2016,8.7,3032,2,2,1,50,,,Western Metropolitan,4918,470000
Maribyrnong,2,t,Redina,14-05-2016,8.7,3032,2,2,1,176,142,2010,Western Metropolitan,4918,510000
Maribyrnong,3,t,Raine,14-05-2016,8.7,3032,,,,,,,Western Metropolitan,4918,440000
Melbourne,2,u,Rendina,14-05-2016,2.8,3000,,,,,,,Northern Metropolitan,17496,545000
Middle Park,2,h,Cayzer,14-05-2016,4.1,3206,2,1,1,107,,1900,Southern Metropolitan,2019,1020000
Middle Park,2,h,Marshall,14-05-2016,4.1,3206,3,1,0,98,,,Southern Metropolitan,2019,1515000
Mont Albert,2,t,Changing,14-05-2016,11.8,3127,2,2,1,146,,,Eastern Metropolitan,2079,660000
Moonee Ponds,2,u,Brad,14-05-2016,6.9,3039,2,1,1,50,39,2014,Western Metropolitan,6232,330000
Moonee Ponds,3,h,Nelson,14-05-2016,6.9,3039,3,2,2,478,,,Western Metropolitan,6232,1145000
Moonee Ponds,4,h,Nelson,14-05-2016,6.9,3039,3,1,1,549,192,1930,Western Metropolitan,6232,1322000
Moonee Ponds,2,h,Nelson,14-05-2016,6.9,3039,2,1,1,228,125,1910,Western Metropolitan,6232,1015000
Moorabbin,4,h,Gary,14-05-2016,14.6,3189,4,2,2,807,,,Southern Metropolitan,2555,1385000
Newport,3,h,Jas,14-05-2016,8.4,3015,3,1,2,501,,,Western Metropolitan,5498,1002500
Newport,3,h,Sweeney,14-05-2016,8.4,3015,3,1,3,647,157,,Western Metropolitan,5498,807500
Newport,2,h,RT,14-05-2016,8.4,3015,1,1,3,574,,,Western Metropolitan,5498,1120000
Newport,3,h,Greg,14-05-2016,8.4,3015,2,2,2,281,,1950,Western Metropolitan,5498,950000
Newport,4,h,Williams,14-05-2016,8.4,3015,4,3,1,425,233,2015,Western Metropolitan,5498,1620000
Niddrie,3,u,Barry,14-05-2016,11.2,3042,3,2,1,164,,,Western Metropolitan,2291,600000
Niddrie,4,h,Barry,14-05-2016,11.2,3042,4,3,1,321,,,Western Metropolitan,2291,875000
Niddrie,3,h,Barry,14-05-2016,11.2,3042,3,1,2,620,,,Western Metropolitan,2291,785000
Niddrie,4,t,Barry,14-05-2016,11.2,3042,,,,,,,Western Metropolitan,2291,895000
Northcote,1,u,Harcourts,14-05-2016,5.5,3070,1,1,1,50,39,1960,Northern Metropolitan,11364,312000
Northcote,1,u,Barry,14-05-2016,5.5,3070,1,1,0,50,,,Northern Metropolitan,11364,320000
Northcote,2,h,hockingstuart,14-05-2016,5.5,3070,2,1,1,225,92,1910,Northern Metropolitan,11364,890000
Northcote,3,t,Nelson,14-05-2016,5.5,3070,,,,,,,Northern Metropolitan,11364,875000
Northcote,5,h,hockingstuart,14-05-2016,5.5,3070,4,3,3,490,331,1920,Northern Metropolitan,11364,2700000
Northcote,2,h,Jellis,14-05-2016,5.5,3070,2,1,0,229,99,1910,Northern Metropolitan,11364,1101000
Northcote,2,h,Barry,14-05-2016,5.5,3070,,,,,,,Northern Metropolitan,11364,550000
Northcote,3,h,hockingstuart,14-05-2016,5.5,3070,3,1,2,380,,,Northern Metropolitan,11364,926000
Pascoe Vale,2,u,Nelson,14-05-2016,9.9,3044,3,1,2,219,84,2001,Northern Metropolitan,7485,488000
Pascoe Vale,3,h,Nelson,14-05-2016,9.9,3044,3,2,2,608,168,1940,Northern Metropolitan,7485,900000
Pascoe Vale,2,h,hockingstuart,14-05-2016,9.9,3044,2,1,2,590,95,1940,Northern Metropolitan,7485,680000
Pascoe Vale,3,h,hockingstuart,14-05-2016,9.9,3044,3,1,2,590,,,Northern Metropolitan,7485,683500
Port Melbourne,2,h,Chisholm,14-05-2016,3.8,3207,2,1,0,111,,,Southern Metropolitan,8648,825000
Port Melbourne,2,u,Cayzer,14-05-2016,3.8,3207,2,2,2,2166,,,Southern Metropolitan,8648,820000
Port Melbourne,2,h,Cayzer,14-05-2016,3.8,3207,2,1,0,124,70,1900,Southern Metropolitan,8648,900000
Prahran,2,u,Jellis,14-05-2016,4.5,3181,2,1,1,50,,,Southern Metropolitan,7717,473000
Prahran,3,h,hockingstuart,14-05-2016,4.5,3181,2,1,1,111,99,2001,Southern Metropolitan,7717,1100000
Preston,3,h,Ray,14-05-2016,8.8,3072,3,1,1,486,,,Northern Metropolitan,14577,910000
Preston,4,h,Nelson,14-05-2016,8.8,3072,4,3,2,654,150,1950,Northern Metropolitan,14577,1260000
Preston,2,t,Nelson,14-05-2016,8.8,3072,2,1,1,79,,,Northern Metropolitan,14577,635000
Preston,3,h,Nelson,14-05-2016,8.8,3072,3,1,1,405,,,Northern Metropolitan,14577,550000
Preston,2,u,Nelson,14-05-2016,8.8,3072,2,1,1,117,73,1965,Northern Metropolitan,14577,485000
Preston,3,h,Barry,14-05-2016,8.8,3072,3,1,1,594,92,1960,Northern Metropolitan,14577,690000
Reservoir,3,h,Ray,14-05-2016,11.2,3073,3,2,1,215,,,Northern Metropolitan,21650,592500
Reservoir,3,h,Nelson,14-05-2016,11.2,3073,,,,,,,Northern Metropolitan,21650,665000
Reservoir,3,h,Ray,14-05-2016,11.2,3073,1,1,1,509,,1928,Northern Metropolitan,21650,830000
Reservoir,2,u,Stockdale,14-05-2016,11.2,3073,2,1,1,132,65,2010,Northern Metropolitan,21650,360000
Reservoir,3,h,Love,14-05-2016,11.2,3073,2,1,1,644,,,Northern Metropolitan,21650,655000
Richmond,2,t,Jellis,14-05-2016,2.6,3121,2,1,1,97,85,2004,Northern Metropolitan,14949,930000
Richmond,3,h,Biggin,14-05-2016,2.6,3121,3,1,1,199,110,1920,Northern Metropolitan,14949,1182000
Richmond,2,h,hockingstuart,14-05-2016,2.6,3121,2,1,1,151,76,1900,Northern Metropolitan,14949,777500
Richmond,3,h,Whiting,14-05-2016,2.6,3121,3,2,2,129,120,1980,Northern Metropolitan,14949,1115000
Richmond,3,u,Nelson,14-05-2016,2.6,3121,3,2,1,50,120,2005,Northern Metropolitan,14949,760000
Richmond,2,u,Jellis,14-05-2016,2.6,3121,2,1,2,50,69,2000,Northern Metropolitan,14949,640000
Richmond,3,h,Abercromby's,14-05-2016,2.6,3121,4,2,2,202,,,Northern Metropolitan,14949,1710000
Richmond,3,h,Jellis,14-05-2016,2.6,3121,3,1,0,198,119,1890,Northern Metropolitan,14949,1420000
Richmond,1,u,LITTLE,14-05-2016,2.6,3121,1,1,1,50,40,2011,Northern Metropolitan,14949,390000
Richmond,3,h,Jellis,14-05-2016,2.6,3121,3,2,2,389,,,Northern Metropolitan,14949,3020000
Richmond,2,h,Jellis,14-05-2016,2.6,3121,,,,,,,Northern Metropolitan,14949,800000
Richmond,3,h,hockingstuart,14-05-2016,2.6,3121,2,1,1,207,,,Northern Metropolitan,14949,1346000
Rosanna,2,u,Miles,14-05-2016,11.4,3084,3,1,1,210,,,Eastern Metropolitan,3540,633000
Rosanna,3,h,Miles,14-05-2016,11.4,3084,,,,,,,Eastern Metropolitan,3540,825000
Rosanna,2,h,Buckingham,14-05-2016,11.4,3084,2,2,2,336,,1945,Eastern Metropolitan,3540,725000
Rosanna,4,h,Nelson,14-05-2016,11.4,3084,3,1,2,403,148,1950,Eastern Metropolitan,3540,821000
Rosanna,4,h,Nelson,14-05-2016,11.4,3084,4,3,2,50,185,2008,Eastern Metropolitan,3540,915000
Rosanna,3,u,Miles,14-05-2016,11.4,3084,3,2,2,169,,2010,Eastern Metropolitan,3540,600000
Rosanna,4,h,Miles,14-05-2016,11.4,3084,4,3,2,583,182,1970,Eastern Metropolitan,3540,890000
Seddon,2,t,Greg,14-05-2016,6.6,3011,2,1,1,126,127,2011,Western Metropolitan,2417,720000
South Melbourne,2,u,Greg,14-05-2016,2.1,3205,2,1,1,50,,,Southern Metropolitan,5943,612000
South Yarra,1,u,Jellis,14-05-2016,3.3,3141,1,1,1,50,47,1970,Southern Metropolitan,14887,330000
South Yarra,2,u,hockingstuart,14-05-2016,3.3,3141,2,1,1,50,,,Southern Metropolitan,14887,450000
South Yarra,2,u,hockingstuart,14-05-2016,3.3,3141,2,1,1,50,,,Southern Metropolitan,14887,550000
South Yarra,1,u,LITTLE,14-05-2016,3.3,3141,1,1,1,1424,,,Southern Metropolitan,14887,400000
Southbank,1,u,Greg,14-05-2016,1.2,3006,1,1,1,3878,,2012,Southern Metropolitan,8400,480000
St Kilda,2,u,Buxton,14-05-2016,6.1,3182,2,2,1,50,70,2000,Southern Metropolitan,13240,570000
St Kilda,2,u,hockingstuart,14-05-2016,6.1,3182,2,1,1,50,,,Southern Metropolitan,13240,561000
St Kilda,2,h,Buxton,14-05-2016,6.1,3182,,,,,,,Southern Metropolitan,13240,1160000
St Kilda,2,u,Biggin,14-05-2016,6.1,3182,2,1,1,50,65,1970,Southern Metropolitan,13240,400000
St Kilda,2,u,McGrath,14-05-2016,6.1,3182,,,,,,,Southern Metropolitan,13240,637000
St Kilda,2,h,Jellis,14-05-2016,6.1,3182,2,1,1,208,,,Southern Metropolitan,13240,1220000
Strathmore,3,h,Allan,14-05-2016,9.7,3041,,,,,,,Western Metropolitan,3284,920000
Strathmore,2,h,Paul,14-05-2016,9.7,3041,,,,,,,Western Metropolitan,3284,630000
Sunshine,2,h,Barry,14-05-2016,12.6,3020,2,1,1,225,80,2000,Western Metropolitan,3755,425000
Sunshine,3,h,YPA,14-05-2016,12.6,3020,3,1,2,558,104,1925,Western Metropolitan,3755,715000
Sunshine,2,u,Jas,14-05-2016,12.6,3020,,,,,,,Western Metropolitan,3755,499000
Sunshine North,3,u,Barry,14-05-2016,13.3,3020,,,,,,,Western Metropolitan,4217,422000
Sunshine North,3,h,Calder,14-05-2016,13.3,3020,3,1,1,611,,,Western Metropolitan,4217,650000
Sunshine West,3,h,Bells,14-05-2016,13.5,3020,3,3,2,699,,,Western Metropolitan,6763,665000
Sunshine West,3,h,Barry,14-05-2016,13.5,3020,3,1,1,541,133,1970,Western Metropolitan,6763,500000
Sunshine West,4,h,Bells,14-05-2016,13.5,3020,,,,,,,Western Metropolitan,6763,670000
Surrey Hills,4,t,Hamilton,14-05-2016,11.2,3127,,,,,,,Southern Metropolitan,5457,1280000
Thornbury,2,h,Harcourts,14-05-2016,6.5,3071,3,1,2,467,,,Northern Metropolitan,8870,740000
Thornbury,2,h,Barry,14-05-2016,6.5,3071,2,1,0,288,105,1925,Northern Metropolitan,8870,1110000
Thornbury,3,h,Barry,14-05-2016,6.5,3071,,,,,,,Northern Metropolitan,8870,2040000
Thornbury,4,h,Love,14-05-2016,6.5,3071,4,2,1,402,,,Northern Metropolitan,8870,795000
Thornbury,2,h,Love,14-05-2016,6.5,3071,,,,,,,Northern Metropolitan,8870,720000
Thornbury,1,u,Harcourts,14-05-2016,6.5,3071,1,1,1,612,48,1975,Northern Metropolitan,8870,332000
Toorak,1,u,Jellis,14-05-2016,4.6,3142,1,1,1,50,,,Southern Metropolitan,7217,405000
Viewbank,3,h,Ray,14-05-2016,13.8,3084,3,1,2,608,138,1975,Eastern Metropolitan,2698,765000
Viewbank,3,h,Miles,14-05-2016,13.8,3084,3,2,2,834,143,1975,Eastern Metropolitan,2698,920000
Viewbank,2,u,hockingstuart,14-05-2016,13.8,3084,,,,,,,Eastern Metropolitan,2698,455000
Viewbank,5,h,Barry,14-05-2016,13.8,3084,5,3,2,648,,,Eastern Metropolitan,2698,895000
Watsonia,3,h,Barry,14-05-2016,14.9,3087,3,1,2,658,,,Northern Metropolitan,2329,711000
Watsonia,3,u,Barry,14-05-2016,14.9,3087,3,1,2,327,95,1960,Northern Metropolitan,2329,537000
Williamstown,2,u,Williams,14-05-2016,8,3016,2,1,2,50,,,Western Metropolitan,6380,450000
Williamstown,2,u,RT,14-05-2016,8,3016,2,1,1,50,72,1980,Western Metropolitan,6380,513500
Yarraville,3,h,Greg,14-05-2016,7,3013,3,1,1,464,120,1960,Western Metropolitan,6543,796000
Carlton,4,h,Ascend,14-05-2016,1.8,3053,4,2,0,132,195,1890,Northern Metropolitan,6786,1630100
Carlton,2,u,Jellis,14-05-2016,1.8,3053,2,1,1,50,,2012,Northern Metropolitan,6786,480000
Carlton,4,h,hockingstuart,14-05-2016,1.8,3053,4,2,1,635,,,Northern Metropolitan,6786,1600000
Carlton,2,u,Harrington,14-05-2016,1.8,3053,2,2,1,50,65,2010,Northern Metropolitan,6786,500000
Hawthorn East,3,t,Jellis,14-05-2016,7.5,3123,,,,,,,Southern Metropolitan,6482,1170000
Hawthorn East,5,h,RT,14-05-2016,7.5,3123,5,2,2,452,319,1902,Southern Metropolitan,6482,2250000
Heidelberg,4,h,Miles,14-05-2016,10.6,3084,,,,,,,Eastern Metropolitan,2890,1240000
Ormond,2,h,Gary,14-05-2016,11.8,3204,2,1,1,50,,2002,Southern Metropolitan,3578,861000
Ormond,2,h,Eview,14-05-2016,11.8,3204,2,1,2,300,,,Southern Metropolitan,3578,765000
West Footscray,3,h,Jas,14-05-2016,8.2,3012,3,1,4,596,,,Western Metropolitan,5058,845000
West Footscray,3,h,Sweeney,14-05-2016,8.2,3012,,,,,,,Western Metropolitan,5058,555000
Glen Huntly,2,u,Ray,14-05-2016,10.4,3163,,,,,,,Southern Metropolitan,2403,390000
Strathmore Heights,4,h,Considine,14-05-2016,12.5,3041,,,,,,,Western Metropolitan,389,860000
Gardenvale,2,u,Biggin,14-05-2016,9.8,3185,2,1,1,50,65,1970,Southern Metropolitan,534,393000
Abbotsford,1,u,Biggin,14-10-2017,3,3067,,,,,,,Northern Metropolitan,4019,313000
Abbotsford,2,h,Biggin,14-10-2017,3,3067,2,1,0,,92,1927,Northern Metropolitan,4019,1075000
Abbotsford,3,h,Biggin,14-10-2017,3,3067,3,1,,,,,Northern Metropolitan,4019,1300000
Abbotsford,2,h,Biggin,14-10-2017,3,3067,2,1,0,135,,1890,Northern Metropolitan,4019,1200000
Aberfeldie,4,h,Nelson,14-10-2017,7.5,3040,4,3,2,880,,,Western Metropolitan,1543,2560000
Airport West,3,h,Nelson,14-10-2017,10.4,3042,3,2,1,548,130,2017,Western Metropolitan,3464,730000
Airport West,3,h,Barry,14-10-2017,10.4,3042,3,2,2,616,160,1960,Western Metropolitan,3464,770000
Airport West,3,h,Nelson,14-10-2017,10.4,3042,3,1,2,540,100,1960,Western Metropolitan,3464,805000
Albert Park,2,h,Marshall,14-10-2017,3,3206,2,1,0,122,77,1890,Southern Metropolitan,3280,1330000
Albert Park,4,h,Greg,14-10-2017,3,3206,4,3,1,177,266,1890,Southern Metropolitan,3280,3600000
Albion,2,h,Barry,14-10-2017,10.5,3020,2,1,0,,99,1950,Western Metropolitan,2185,790000
Alphington,3,h,Miles,14-10-2017,5.7,3078,3,1,2,595,132,1940,Northern Metropolitan,2211,1550000
Altona,4,h,Greg,14-10-2017,11,3018,4,2,2,,276,2012,Western Metropolitan,5301,1565000
Altona Meadows,3,h,Barlow,14-10-2017,15.5,3028,3,2,4,465,,,Western Metropolitan,7630,630000
Altona North,3,h,Barry,14-10-2017,9.4,3025,3,1,2,,,,Western Metropolitan,5132,915000
Ardeer,3,h,Barry,14-10-2017,12.8,3022,3,1,3,642,197,1970,Western Metropolitan,1281,615000
Armadale,2,u,Jellis,14-10-2017,6.3,3143,,,,,,,Southern Metropolitan,4836,845000
Armadale,3,h,Marshall,14-10-2017,6.3,3143,3,1,2,387,136,1915,Southern Metropolitan,4836,1895000
Armadale,2,u,Marshall,14-10-2017,6.3,3143,,,,,,,Southern Metropolitan,4836,580000
Armadale,1,u,hockingstuart,14-10-2017,6.3,3143,,,,,,,Southern Metropolitan,4836,495000
Ascot Vale,2,u,Nelson,14-10-2017,4.3,3032,,,,,,,Western Metropolitan,6567,560000
Ascot Vale,3,h,Rendina,14-10-2017,4.3,3032,3,1,2,,,,Western Metropolitan,6567,1175000
Ascot Vale,3,h,Brad,14-10-2017,4.3,3032,3,1,2,619,170,1930,Western Metropolitan,6567,1635000
Ascot Vale,4,h,Raine,14-10-2017,4.3,3032,4,2,2,557,,,Western Metropolitan,6567,1650000
Ashburton,4,h,Marshall,14-10-2017,10.2,3147,4,2,2,572,233,1930,Southern Metropolitan,3052,2005000
Ashburton,4,h,Marshall,14-10-2017,10.2,3147,,,,,,,Southern Metropolitan,3052,1600000
Ashburton,2,h,Jellis,14-10-2017,10.2,3147,,,,,,,Southern Metropolitan,3052,900000
Ashwood,4,h,Tim,14-10-2017,10.2,3147,4,1,,828,,,Southern Metropolitan,2894,1516000
Ashwood,5,h,Buxton,14-10-2017,10.2,3147,,,,,,,Southern Metropolitan,2894,1550000
Ashwood,3,u,Jellis,14-10-2017,10.2,3147,3,1,1,460,,,Southern Metropolitan,2894,987000
Aspendale Gardens,3,h,Buxton,14-10-2017,21.5,3195,3,2,2,,,,South-Eastern Metropolitan,2243,885000
Aspendale Gardens,4,h,Barry,14-10-2017,21.5,3195,4,2,2,667,,,South-Eastern Metropolitan,2243,910000
Attwood,5,h,Brad,14-10-2017,16.5,3049,5,2,2,,,1970,Northern Metropolitan,1130,665000
Avondale Heights,3,h,Moonee,14-10-2017,9.5,3034,3,1,2,545,,,Western Metropolitan,4502,900000
Avondale Heights,3,h,Nelson,14-10-2017,9.5,3034,3,1,1,595,96,1950,Western Metropolitan,4502,785000
Avondale Heights,1,h,Moonee,14-10-2017,9.5,3034,1,1,2,242,,,Western Metropolitan,4502,850000
Avondale Heights,3,h,Nelson,14-10-2017,9.5,3034,3,1,2,579,,,Western Metropolitan,4502,799000
Balaclava,2,u,McGrath,14-10-2017,6.4,3183,,,,,,,Southern Metropolitan,2952,781000
Balwyn,3,h,Ray,14-10-2017,7.9,3103,3,1,2,317,100,1994,Southern Metropolitan,5682,1425000
Balwyn,5,h,Fletchers,14-10-2017,7.9,3103,5,4,3,611,437,2017,Southern Metropolitan,5682,3600000
Balwyn,3,h,Noel,14-10-2017,7.9,3103,3,1,1,1170,,,Southern Metropolitan,5682,2200000
Balwyn,4,h,Jellis,14-10-2017,7.9,3103,5,2,2,,285,1998,Southern Metropolitan,5682,2600000
Balwyn North,3,h,Marshall,14-10-2017,9.7,3104,3,1,2,710,,,Southern Metropolitan,7809,1560000
Balwyn North,3,h,Jellis,14-10-2017,9.7,3104,3,1,2,622,154,1952,Southern Metropolitan,7809,1500000
Balwyn North,3,h,Jellis,14-10-2017,9.7,3104,3,1,2,713,,,Southern Metropolitan,7809,2110000
Beaumaris,2,u,Buxton,14-10-2017,17.3,3193,,,,,,,Southern Metropolitan,5366,755000
Beaumaris,4,h,Hodges,14-10-2017,17.3,3193,4,2,2,,171,1995,Southern Metropolitan,5366,1140000
Bellfield,3,h,Collings,14-10-2017,8.8,3081,3,1,3,793,93,1955,Eastern Metropolitan,790,1113000
Bentleigh,2,h,Jellis,14-10-2017,11.4,3204,2,1,2,,,,Southern Metropolitan,6795,1510000
Bentleigh,4,h,Barry,14-10-2017,11.4,3204,4,2,2,,,1940,Southern Metropolitan,6795,1510000
Bentleigh,3,h,Woodards,14-10-2017,11.4,3204,3,1,2,554,131,1960,Southern Metropolitan,6795,1630000
Bentleigh,4,h,Woodards,14-10-2017,11.4,3204,4,2,4,,,,Southern Metropolitan,6795,2040000
Bentleigh,3,h,Jellis,14-10-2017,11.4,3204,3,1,2,680,,,Southern Metropolitan,6795,1510000
Bentleigh,4,t,Buxton,14-10-2017,11.4,3204,4,3,1,,207,2016,Southern Metropolitan,6795,1165000
Bentleigh,4,h,Jellis,14-10-2017,11.4,3204,4,3,2,560,353,2008,Southern Metropolitan,6795,2260000
Bentleigh East,2,u,RT,14-10-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,720000
Bentleigh East,3,h,Ray,14-10-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,775000
Bentleigh East,3,t,Buxton,14-10-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,900000
Bentleigh East,3,h,Woodards,14-10-2017,13.8,3165,3,2,3,,,,Southern Metropolitan,10969,1200000
Bentleigh East,3,h,Jellis,14-10-2017,13.8,3165,3,2,2,254,,2012,Southern Metropolitan,10969,1162000
Bentleigh East,4,t,Buxton,14-10-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,1320000
Bentleigh East,2,u,Jellis,14-10-2017,13.8,3165,,,,,,,Southern Metropolitan,10969,870000
Bentleigh East,4,h,Buxton,14-10-2017,13.8,3165,4,1,2,612,,,Southern Metropolitan,10969,1190000
Bentleigh East,3,h,Woodards,14-10-2017,13.8,3165,3,1,3,560,200,1960,Southern Metropolitan,10969,1160000
